"epoch","9 - _step","9 - _step__MIN","9 - _step__MAX","9 - val_len","9 - val_len__MIN","9 - val_len__MAX","17 - _step","17 - _step__MIN","17 - _step__MAX","17 - val_len","17 - val_len__MIN","17 - val_len__MAX","33 - _step","33 - _step__MIN","33 - _step__MAX","33 - val_len","33 - val_len__MIN","33 - val_len__MAX","65 - _step","65 - _step__MIN","65 - _step__MAX","65 - val_len","65 - val_len__MIN","65 - val_len__MAX","129 - _step","129 - _step__MIN","129 - _step__MAX","129 - val_len","129 - val_len__MIN","129 - val_len__MAX"
"359","3096","3096","3096","9.552083015441895","9.552083015441895","9.552083015441895","3096","3096","3096","9.796667098999023","9.796667098999023","9.796667098999023","3096","3096","3096","9.979000091552734","9.979000091552734","9.979000091552734","3096","3096","3096","9.896499633789062","9.896499633789062","9.896499633789062","3096","3096","3096","9.737083435058594","9.737083435058594","9.737083435058594"
"360","3105","3105","3105","9.461416244506836","9.461416244506836","9.461416244506836","3105","3105","3105","9.7698335647583","9.7698335647583","9.7698335647583","3105","3105","3105","9.982333183288574","9.982333183288574","9.982333183288574","3105","3105","3105","9.879916191101074","9.879916191101074","9.879916191101074","3105","3105","3105","9.540916442871094","9.540916442871094","9.540916442871094"
"361","3114","3114","3114","9.565250396728516","9.565250396728516","9.565250396728516","3114","3114","3114","9.779250144958496","9.779250144958496","9.779250144958496","3114","3114","3114","9.95300006866455","9.95300006866455","9.95300006866455","3114","3114","3114","9.947250366210938","9.947250366210938","9.947250366210938","3114","3114","3114","9.693499565124512","9.693499565124512","9.693499565124512"
"362","3122","3122","3122","9.616499900817871","9.616499900817871","9.616499900817871","3122","3122","3122","9.866499900817871","9.866499900817871","9.866499900817871","3122","3122","3122","9.960583686828613","9.960583686828613","9.960583686828613","3122","3122","3122","9.836750030517578","9.836750030517578","9.836750030517578","3122","3122","3122","9.653166770935059","9.653166770935059","9.653166770935059"
"363","3131","3131","3131","9.444916725158691","9.444916725158691","9.444916725158691","3131","3131","3131","9.857083320617676","9.857083320617676","9.857083320617676","3131","3131","3131","9.977749824523926","9.977749824523926","9.977749824523926","3131","3131","3131","9.840332984924316","9.840332984924316","9.840332984924316","3131","3131","3131","9.7212495803833","9.7212495803833","9.7212495803833"
"364","3139","3139","3139","9.565917015075684","9.565917015075684","9.565917015075684","3139","3139","3139","9.855667114257812","9.855667114257812","9.855667114257812","3139","3139","3139","9.974416732788086","9.974416732788086","9.974416732788086","3139","3139","3139","9.900250434875488","9.900250434875488","9.900250434875488","3139","3139","3139","9.68808364868164","9.68808364868164","9.68808364868164"
"365","3148","3148","3148","9.5","9.5","9.5","3148","3148","3148","9.811333656311035","9.811333656311035","9.811333656311035","3148","3148","3148","9.973666191101074","9.973666191101074","9.973666191101074","3148","3148","3148","9.889082908630371","9.889082908630371","9.889082908630371","3148","3148","3148","9.641666412353516","9.641666412353516","9.641666412353516"
"366","3156","3156","3156","9.588000297546387","9.588000297546387","9.588000297546387","3156","3156","3156","9.649749755859375","9.649749755859375","9.649749755859375","3156","3156","3156","9.989916801452637","9.989916801452637","9.989916801452637","3156","3156","3156","9.923250198364258","9.923250198364258","9.923250198364258","3156","3156","3156","9.680832862854004","9.680832862854004","9.680832862854004"
"367","3165","3165","3165","9.647832870483398","9.647832870483398","9.647832870483398","3165","3165","3165","9.892749786376953","9.892749786376953","9.892749786376953","3165","3165","3165","9.975000381469727","9.975000381469727","9.975000381469727","3165","3165","3165","9.88558292388916","9.88558292388916","9.88558292388916","3165","3165","3165","9.642333030700684","9.642333030700684","9.642333030700684"
"368","3173","3173","3173","9.599916458129883","9.599916458129883","9.599916458129883","3173","3173","3173","9.936666488647461","9.936666488647461","9.936666488647461","3173","3173","3173","9.965749740600586","9.965749740600586","9.965749740600586","3173","3173","3173","9.816499710083008","9.816499710083008","9.816499710083008","3173","3173","3173","9.716166496276855","9.716166496276855","9.716166496276855"
"369","3182","3182","3182","9.607583045959473","9.607583045959473","9.607583045959473","3182","3182","3182","9.787917137145996","9.787917137145996","9.787917137145996","3182","3182","3182","9.961166381835938","9.961166381835938","9.961166381835938","3182","3182","3182","9.521166801452637","9.521166801452637","9.521166801452637","3182","3182","3182","9.614250183105469","9.614250183105469","9.614250183105469"
"370","3191","3191","3191","9.661582946777344","9.661582946777344","9.661582946777344","3191","3191","3191","9.855916976928711","9.855916976928711","9.855916976928711","3191","3191","3191","9.965666770935059","9.965666770935059","9.965666770935059","3191","3191","3191","9.862667083740234","9.862667083740234","9.862667083740234","3191","3191","3191","9.791999816894531","9.791999816894531","9.791999816894531"
"371","3200","3200","3200","9.60283374786377","9.60283374786377","9.60283374786377","3200","3200","3200","9.783666610717773","9.783666610717773","9.783666610717773","3200","3200","3200","9.970333099365234","9.970333099365234","9.970333099365234","3200","3200","3200","9.923999786376953","9.923999786376953","9.923999786376953","3200","3200","3200","9.571000099182129","9.571000099182129","9.571000099182129"
"372","3208","3208","3208","9.575499534606934","9.575499534606934","9.575499534606934","3208","3208","3208","9.849749565124512","9.849749565124512","9.849749565124512","3208","3208","3208","9.97308349609375","9.97308349609375","9.97308349609375","3208","3208","3208","9.862833023071289","9.862833023071289","9.862833023071289","3208","3208","3208","9.718083381652832","9.718083381652832","9.718083381652832"
"373","3217","3217","3217","9.666749954223633","9.666749954223633","9.666749954223633","3217","3217","3217","9.833666801452637","9.833666801452637","9.833666801452637","3217","3217","3217","9.954667091369629","9.954667091369629","9.954667091369629","3217","3217","3217","9.91391658782959","9.91391658782959","9.91391658782959","3217","3217","3217","9.60908317565918","9.60908317565918","9.60908317565918"
"374","3225","3225","3225","9.623749732971191","9.623749732971191","9.623749732971191","3225","3225","3225","9.889833450317383","9.889833450317383","9.889833450317383","3225","3225","3225","9.967082977294922","9.967082977294922","9.967082977294922","3225","3225","3225","9.910916328430176","9.910916328430176","9.910916328430176","3225","3225","3225","9.718083381652832","9.718083381652832","9.718083381652832"
"375","3234","3234","3234","9.554333686828613","9.554333686828613","9.554333686828613","3234","3234","3234","9.803166389465332","9.803166389465332","9.803166389465332","3234","3234","3234","9.977666854858398","9.977666854858398","9.977666854858398","3234","3234","3234","9.807916641235352","9.807916641235352","9.807916641235352","3234","3234","3234","9.763833045959473","9.763833045959473","9.763833045959473"
"376","3242","3242","3242","9.600250244140625","9.600250244140625","9.600250244140625","3242","3242","3242","9.888999938964844","9.888999938964844","9.888999938964844","3242","3242","3242","9.984916687011719","9.984916687011719","9.984916687011719","3242","3242","3242","9.634666442871094","9.634666442871094","9.634666442871094","3242","3242","3242","9.780750274658203","9.780750274658203","9.780750274658203"
"377","3251","3251","3251","9.618916511535645","9.618916511535645","9.618916511535645","3251","3251","3251","9.857000350952148","9.857000350952148","9.857000350952148","3251","3251","3251","9.957916259765625","9.957916259765625","9.957916259765625","3251","3251","3251","9.864916801452637","9.864916801452637","9.864916801452637","3251","3251","3251","9.662249565124512","9.662249565124512","9.662249565124512"
"378","3259","3259","3259","9.535083770751953","9.535083770751953","9.535083770751953","3259","3259","3259","9.943416595458984","9.943416595458984","9.943416595458984","3259","3259","3259","9.977582931518555","9.977582931518555","9.977582931518555","3259","3259","3259","9.84433364868164","9.84433364868164","9.84433364868164","3259","3259","3259","9.604666709899902","9.604666709899902","9.604666709899902"
"379","3268","3268","3268","9.627333641052246","9.627333641052246","9.627333641052246","3268","3268","3268","9.813166618347168","9.813166618347168","9.813166618347168","3268","3268","3268","9.986583709716797","9.986583709716797","9.986583709716797","3268","3268","3268","9.863499641418457","9.863499641418457","9.863499641418457","3268","3268","3268","9.675999641418457","9.675999641418457","9.675999641418457"
"380","3277","3277","3277","9.54224967956543","9.54224967956543","9.54224967956543","3277","3277","3277","9.799249649047852","9.799249649047852","9.799249649047852","3277","3277","3277","9.972249984741211","9.972249984741211","9.972249984741211","3277","3277","3277","9.919833183288574","9.919833183288574","9.919833183288574","3277","3277","3277","9.750749588012695","9.750749588012695","9.750749588012695"
"381","3286","3286","3286","9.473333358764648","9.473333358764648","9.473333358764648","3286","3286","3286","9.785333633422852","9.785333633422852","9.785333633422852","3286","3286","3286","9.96483325958252","9.96483325958252","9.96483325958252","3286","3286","3286","9.93041706085205","9.93041706085205","9.93041706085205","3286","3286","3286","9.754583358764648","9.754583358764648","9.754583358764648"
"382","3294","3294","3294","9.621833801269531","9.621833801269531","9.621833801269531","3294","3294","3294","9.90916633605957","9.90916633605957","9.90916633605957","3294","3294","3294","9.97583293914795","9.97583293914795","9.97583293914795","3294","3294","3294","9.906416893005371","9.906416893005371","9.906416893005371","3294","3294","3294","9.670999526977539","9.670999526977539","9.670999526977539"
"383","3303","3303","3303","9.447750091552734","9.447750091552734","9.447750091552734","3303","3303","3303","9.836166381835938","9.836166381835938","9.836166381835938","3303","3303","3303","9.970166206359863","9.970166206359863","9.970166206359863","3303","3303","3303","9.916000366210938","9.916000366210938","9.916000366210938","3303","3303","3303","9.740249633789062","9.740249633789062","9.740249633789062"
"384","3311","3311","3311","9.593583106994629","9.593583106994629","9.593583106994629","3311","3311","3311","9.839750289916992","9.839750289916992","9.839750289916992","3311","3311","3311","9.946416854858398","9.946416854858398","9.946416854858398","3311","3311","3311","9.849166870117188","9.849166870117188","9.849166870117188","3311","3311","3311","9.69141674041748","9.69141674041748","9.69141674041748"
"385","3320","3320","3320","9.631416320800781","9.631416320800781","9.631416320800781","3320","3320","3320","9.864250183105469","9.864250183105469","9.864250183105469","3320","3320","3320","9.984416961669922","9.984416961669922","9.984416961669922","3320","3320","3320","9.880249977111816","9.880249977111816","9.880249977111816","3320","3320","3320","9.790166854858398","9.790166854858398","9.790166854858398"
"386","3328","3328","3328","9.622416496276855","9.622416496276855","9.622416496276855","3328","3328","3328","9.84375","9.84375","9.84375","3328","3328","3328","9.972167015075684","9.972167015075684","9.972167015075684","3328","3328","3328","9.895166397094727","9.895166397094727","9.895166397094727","3328","3328","3328","9.802916526794434","9.802916526794434","9.802916526794434"
"387","3337","3337","3337","9.61400032043457","9.61400032043457","9.61400032043457","3337","3337","3337","9.84766674041748","9.84766674041748","9.84766674041748","3337","3337","3337","9.987166404724121","9.987166404724121","9.987166404724121","3337","3337","3337","9.892999649047852","9.892999649047852","9.892999649047852","3337","3337","3337","9.678000450134277","9.678000450134277","9.678000450134277"
"388","3345","3345","3345","9.428333282470703","9.428333282470703","9.428333282470703","3345","3345","3345","9.856749534606934","9.856749534606934","9.856749534606934","3345","3345","3345","9.982583045959473","9.982583045959473","9.982583045959473","3345","3345","3345","9.928000450134277","9.928000450134277","9.928000450134277","3345","3345","3345","9.76675033569336","9.76675033569336","9.76675033569336"
